STD_ID,Пол,Статус,Дата выпуска,Категория обучения,Форма обучения,Шифр,направление (специальность),Образование,Дата выдачи,Что именно закончил
188983,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-27 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
186468,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-29 00:00:00,МОСШ п. Волот
188975,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188987,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188947,М,СТ,,БП,Д,33.05.01,Фармация,СР,2017-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192162,Ж,СТ,,ДОГ,Д,33.05.01,Фармация,СР,2017-07-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188591,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
194963,М,СТ,,ДОГ,Д,38.03.02,Менеджмент,СР,2018-06-23 00:00:00,"МОУ СОШ N   2, ПЕСТОВО"
188606,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2018-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188607,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
197744,М,СТ,,ДОГ,З,15.03.06,Мехатроника и робототехника,СП,2013-06-24 00:00:00,БОРОВИЧСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ
198315,Ж,СТ,,ДОГ,З,40.03.01,Юриспруденция,СР,2014-06-24 00:00:00,"Гимназия ""ГАРМОНИЯ"""
198368,М,СТ,,ДОГ,З,40.03.01,Юриспруденция,СР,2011-06-18 00:00:00,"ГИМНАЗИЯ N   2, НОВГОРОД"
193714,М,СТ,,ДОГ,З,11.03.03,Конструирование и технология электронных средств,СР,2006-06-23 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
198650,М,СТ,,ДОГ,З,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,НП,2001-06-25 00:00:00,"ГОУ НПО ""Агролицей №25"" , СТАРАЯ РУССА"
198650,М,СТ,,ДОГ,З,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СП,2015-07-01 00:00:00,Старорусский политехнический колледж
198641,Ж,СТ,,ДОГ,З,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СП,2018-06-30 00:00:00,Старорусский политехнический колледж
198639,М,СТ,,ДОГ,З,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,1998-06-18 00:00:00,"МСОШ N 5 с углубл. изучением химии и биологии, СТАРАЯ РУССА"
198639,М,СТ,,ДОГ,З,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СП,2018-06-30 00:00:00,Старорусский политехнический колледж
193794,М,СТ,,ДОГ,З,13.03.01,Теплоэнергетика и теплотехника,ОО,2014-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  31, НОВГОРОД"
193794,М,СТ,,ДОГ,З,13.03.01,Теплоэнергетика и теплотехника,СП,2018-06-27 00:00:00,Политехнический колледж НовГУ
194865,Ж,СТ,,ДОГ,В,40.03.01,Юриспруденция,СР,2015-06-19 00:00:00,БОРОВИЧСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ
194128,М,СТ,,ДОГ,В,40.03.01,Юриспруденция,СП,2016-02-29 00:00:00,Политехнический колледж НовГУ
189638,М,СТ,,БП,З,35.03.01,Лесное дело,СП,2012-06-22 00:00:00,Аграрный техникум г.Новгород
189639,М,СТ,,БП,З,35.03.01,Лесное дело,СП,2017-06-27 00:00:00,Аграрный техникум г.Новгород
189632,М,СТ,,БП,З,35.03.01,Лесное дело,СП,2018-06-30 00:00:00,ЧУДОВСКИЙ ТЕХНИКУМ
194064,Ж,СТ,,ДОГ,З,44.03.01,Педагогическое образование,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
188817,М,СТ,,БП,Д,08.03.01,Строительство,СР,2017-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
194777,М,СТ,,БП,Д,15.04.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2014-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
192551,М,СТ,,ДОГ,Д,44.03.01,Педагогическое образование,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
186437,Ж,СТ,,БП,Д,44.03.01,Педагогическое образование,СР,2018-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
188803,Ж,СТ,,БП,Д,29.03.04,Технология художественной обработки материалов,СР,2018-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, БОРОВИЧИ"
188865,Ж,СТ,,БП,Д,07.03.03,Дизайн архитектурной среды,СП,2018-06-30 00:00:00,ТЕХНИКУМ ДРУГОЙ
188864,Ж,СТ,,БП,Д,07.03.03,Дизайн архитектурной среды,СР,2018-06-29 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
176647,М,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2017-07-01 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, НОВГОРОД"
193882,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СР,2017-06-29 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
193973,Ж,СТ,,ДОГ,З,44.03.01,Педагогическое образование,СП,2010-06-25 00:00:00,НОВГОРОДСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ
188892,Ж,СТ,,БП,Д,44.03.03,Специальное (дефектологическое) образование,СР,2018-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
189821,Ж,СТ,,БП,Д,44.03.03,Специальное (дефектологическое) образование,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
186417,Ж,СТ,,БП,Д,44.03.03,Специальное (дефектологическое) образование,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
188894,Ж,СТ,,БП,Д,44.03.03,Специальное (дефектологическое) образование,СР,2018-06-29 00:00:00,МОСШ п. Волот
195326,Ж,СТ,,ДОГ,З,37.03.01,Психология,СП,2016-06-30 00:00:00,БОРОВИЧСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ
193943,М,СТ,,ДОГ,З,37.03.01,Психология,НП,2007-06-14 00:00:00,"Профессиональный лицей № 1, ВЕЛИКИЙ НОВГОРОД"
198367,Ж,СТ,,ДОГ,З,37.03.01,Психология,,,
188771,Ж,СТ,,БП,Д,05.03.02,География,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
188772,М,СТ,,БП,Д,05.03.02,География,СР,2018-06-23 00:00:00,"ГИМНАЗИЯ N   2, НОВГОРОД"
194987,Ж,СТ,,ДОГ,Д,42.03.02,Журналистика,СР,2018-07-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189036,М,СТ,,БП,Д,42.03.02,Журналистика,СР,2018-06-30 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
173637,М,СТ,,БП,Д,08.03.01,Строительство,СР,2017-06-23 00:00:00,"Гимназия ""ГАРМОНИЯ"""
192549,Ж,СТ,,ДОГ,З,37.03.01,Психология,СР,2018-04-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
164609,Ж,СТ,,ДОГ,З,38.03.03,Управление персоналом,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
188686,М,СТ,,БП,Д,01.03.02,Прикладная математика и информатика,СР,2018-06-29 00:00:00,Новоселицкая СОШ  НОВГОРОДСКИЙ р-н
201979,Ж,СТ,,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,,,
188701,Ж,СТ,,БП,Д,35.03.07,Технология производства и переработки сельскохозяйственной продукции,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
188705,Ж,СТ,,БП,Д,35.03.07,Технология производства и переработки сельскохозяйственной продукции,СР,2018-06-27 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
188709,Ж,СТ,,БП,Д,35.03.07,Технология производства и переработки сельскохозяйственной продукции,СР,2018-06-29 00:00:00,"МСОШ  Медведь ,ШИМСКИЙ р-н"
192166,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2017-09-06 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191594,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-29 00:00:00,"Гимназия ""ГАРМОНИЯ"""
191603,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188961,М,СТ,,БП,Д,31.05.03,Стоматология,СР,2018-06-30 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
191610,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-28 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189838,М,СТ,,БП,Д,31.05.03,Стоматология,СР,2018-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191598,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192186,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2017-07-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191607,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192185,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2015-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192179,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2017-07-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191593,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192565,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2005-06-25 00:00:00,Панковская СОШ  НОВГОРОДСКИЙ р-н
192565,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СП,2008-06-25 00:00:00,Новгородский медицинский колледж при НовГУ
192568,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СП,2018-06-30 00:00:00,ТИХВИНСКОЕ МЕДИЦИНСКОЕ УЧИЛИЩЕ
182785,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2016-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191599,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2017-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191731,Ж,СТ,,ДОГ,З,42.03.02,Журналистика,СР,2018-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
176604,М,СТ,,БП,Д,01.03.02,Прикладная математика и информатика,СР,2016-06-24 00:00:00,"Гимназия ""ГАРМОНИЯ"""
201183,М,СТ,,ДОГ,З,35.03.04,Агрономия,СП,2004-06-24 00:00:00,НОВГОРОДСКИЙ ГИДРОМЕЛИОРАТИВНЫЙ ТЕХНИКУМ
175976,Ж,СТ,,ДОГ,З,13.03.01,Теплоэнергетика и теплотехника,СР,2017-07-02 00:00:00,"СРЕДНЯЯ ШКОЛА N  22, НОВГОРОД"
162072,М,СТ,,ДОГ,Д,09.03.01,Информатика и вычислительная техника,СР,2016-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188621,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-27 00:00:00,"МОУ СОШ , ПАРФИНО"
175861,М,СТ,,ДОГ,З,35.03.06,Агроинженерия,СП,2017-07-05 00:00:00,БОРОВИЧСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ КОЛЛЕДЖ
193738,М,СТ,,ДОГ,З,35.03.06,Агроинженерия,СП,2013-06-30 00:00:00,Новгородский химико-индустриальный техникум
175843,М,СТ,,ДОГ,З,35.03.06,Агроинженерия,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N   1, БОРОВИЧИ"
188726,М,СТ,,БП,Д,35.03.06,Агроинженерия,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
188718,М,СТ,,БП,Д,35.03.06,Агроинженерия,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
188717,М,СТ,,БП,Д,35.03.06,Агроинженерия,СР,2018-06-26 00:00:00,"МОУ СОШ N   1, СОЛЬЦЫ с филиалом в Куклино"
188722,М,СТ,,БП,Д,35.03.06,Агроинженерия,СП,2018-06-29 00:00:00,Аграрный техникум г.Новгород
188730,Ж,СТ,,БП,Д,35.03.04,Агрономия,СР,2016-06-24 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
189786,М,СТ,,БП,Д,35.03.04,Агрономия,СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189777,Ж,СТ,,БП,Д,36.03.02,Зоотехния,СР,2018-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170694,Ж,СТ,,БП,Д,36.03.02,Зоотехния,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ ""КВАНТ"""
188905,Ж,СТ,,БП,Д,44.03.02,Психолого-педагогическое образование,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
190692,Ж,СТ,,БП,З,36.04.02,Зоотехния,СР,2007-06-26 00:00:00,"МОУ Вечерняя (сменная) ОШ, МАЛАЯ ВИШЕРА"
189793,Ж,СТ,,БП,Д,06.03.01,Биология,СР,2018-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, КРЕСТЦЫ"
188668,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,СР,2018-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА , Лычково"
190681,М,СТ,,БП,Д,11.04.01,Радиотехника,СР,2014-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
188785,Ж,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  26, НОВГОРОД"
188780,М,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,СР,2018-05-27 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
188849,М,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2018-06-29 00:00:00,Панковская СОШ  НОВГОРОДСКИЙ р-н
188748,М,СТ,,БП,Д,35.03.01,Лесное дело,СР,2018-06-29 00:00:00,"СРЕДНЯЯ ШКОЛА N  18, НОВГОРОД"
188741,М,СТ,,БП,Д,35.03.01,Лесное дело,СР,2018-06-30 00:00:00,"МОУ ""Средняя общеобразовательная школа № 20 им.Кирилла и Мефодия"""
197753,Ж,СТ,,ДОГ,З,51.03.01,Культурология,СР,2010-06-19 00:00:00,"МОУ СОШ (полная), ХОЛМ"
197753,Ж,СТ,,ДОГ,З,51.03.01,Культурология,СП,2018-06-01 00:00:00,Аграрный техникум г.Новгород
197751,Ж,СТ,,ДОГ,З,51.03.01,Культурология,СР,2017-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  25, НОВГОРОД"
192596,Ж,СТ,,ДОГ,Д,40.03.01,Юриспруденция,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  26, НОВГОРОД"
192590,М,СТ,,ДОГ,Д,40.03.01,Юриспруденция,СР,2018-06-23 00:00:00,"СОШ , МАРЕВО"
189845,Ж,СТ,,БП,Д,40.03.01,Юриспруденция,СР,2018-06-29 00:00:00,Панковская СОШ  НОВГОРОДСКИЙ р-н
191687,М,СТ,,ДОГ,Д,40.03.01,Юриспруденция,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
191691,М,СТ,,ДОГ,Д,40.03.01,Юриспруденция,ОО,2016-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191691,М,СТ,,ДОГ,Д,40.03.01,Юриспруденция,СР,2018-06-30 00:00:00,"МОУ ""Средняя общеобразовательная школа № 20 им.Кирилла и Мефодия"""
188989,Ж,СТ,,БП,Д,40.03.01,Юриспруденция,СР,2018-06-29 00:00:00,"Гимназия ""ГАРМОНИЯ"""
189846,Ж,СТ,,БП,Д,40.03.01,Юриспруденция,СР,2018-06-29 00:00:00,"Гимназия ""ГАРМОНИЯ"""
189831,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188931,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-29 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, НОВГОРОД"
186428,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
186422,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
188919,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189858,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-23 00:00:00,"ГИМНАЗИЯ N   2, НОВГОРОД"
189053,М,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-29 00:00:00,"МСОШ , ШИМСК"
186545,Ж,СТ,,БП,Д,44.03.05,Педагогическое образование (с двумя профилями подготовки),СР,2018-06-22 00:00:00,"МСОШ (полная) , ПОДДОРЬЕ"
188998,М,СТ,,БП,Д,51.03.01,Культурология,СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192600,Ж,СТ,,ДОГ,Д,45.03.01,Филология,СР,2018-06-27 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
191721,Ж,СТ,,ДОГ,Д,45.03.01,Филология,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
188629,М,СТ,,БП,Д,11.03.04,Электроника и наноэлектроника,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
194860,М,СТ,,ДОГ,З,40.03.01,Юриспруденция,НП,2009-06-21 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
190769,Ж,СТ,,БП,Д,45.04.01,Филология,СП,2014-06-27 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
190688,М,СТ,,БП,Д,01.04.02,Прикладная математика и информатика,СР,2014-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
189018,Ж,СТ,,БП,Д,45.03.02,Лингвистика,СР,2018-06-29 00:00:00,"Гимназия ""ГАРМОНИЯ"""
189012,Ж,СТ,,БП,Д,45.03.02,Лингвистика,СР,2018-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192598,М,СТ,,ДОГ,Д,45.03.02,Лингвистика,СР,2018-06-29 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
191709,М,СТ,,БП,Д,45.03.02,Лингвистика,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189024,Ж,СТ,,БП,Д,45.03.02,Лингвистика,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188875,Ж,СТ,,БП,Д,07.03.01,Архитектура,СР,2017-06-23 00:00:00,"Гимназия ""ГАРМОНИЯ"""
188874,Ж,СТ,,БП,Д,07.03.01,Архитектура,СР,2018-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
194827,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  21, НОВГОРОД"
193705,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,СП,2016-04-24 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
193704,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,СП,2018-06-21 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
193704,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,ОО,2015-06-19 00:00:00,"МОУ СОШ , Пола ПАРФИНСКИЙ р-н"
193711,М,СТ,,ДОГ,З,38.03.02,Менеджмент,СР,2016-06-23 00:00:00,"МОСШ N   1 ИМЕНИ АВЕРИНА, ВАЛДАЙ"
193679,Ж,СТ,,ДОГ,З,38.03.03,Управление персоналом,СР,2011-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
193687,Ж,СТ,,ДОГ,З,38.03.03,Управление персоналом,СР,2018-06-29 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, НОВГОРОД"
194057,Ж,СТ,,ДОГ,З,44.03.01,Педагогическое образование,СП,2018-06-30 00:00:00,Аграрный техникум г.Новгород
188619,Ж,СТ,,БП,Д,21.03.02,Землеустройство и кадастры,СР,2018-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  25, НОВГОРОД"
188610,Ж,СТ,,БП,Д,21.03.02,Землеустройство и кадастры,СР,2018-06-29 00:00:00,"МСОШ Залучье, СТАРОРУССКИЙ р-н"
188612,Ж,СТ,,БП,Д,21.03.02,Землеустройство и кадастры,СР,2018-06-29 00:00:00,Борковская СОШ  НОВГОРОДСКИЙ р-н
188586,Ж,СТ,,БП,Д,38.03.01,Экономика,СР,2018-06-30 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
191565,М,СТ,,ДОГ,Д,38.03.01,Экономика,СП,2017-06-30 00:00:00,БОРОВИЧСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ КОЛЛЕДЖ
188579,Ж,СТ,,БП,Д,38.03.01,Экономика,СР,2018-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, БОРОВИЧИ"
192532,М,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2018-06-23 00:00:00,"ГИМНАЗИЯ N   2, НОВГОРОД"
188580,Ж,СТ,,БП,Д,38.03.01,Экономика,СР,2018-06-26 00:00:00,"ГИМНАЗИЯ , СТАРАЯ РУССА"
194960,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2018-06-28 00:00:00,"МСОШ (полная) N   2, МАЛАЯ ВИШЕРА"
191568,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
193891,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СР,2015-06-19 00:00:00,"МСОШ N   8 с углубл. изучением математики, СТАРАЯ РУССА"
193891,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СП,2018-06-30 00:00:00,Старорусский политехнический колледж
193884,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СП,2018-06-30 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
193884,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СР,2105-06-24 00:00:00,Старорусский политехнический колледж
194852,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СП,2015-06-17 00:00:00,НОВГОРОДСКОЕ УЧИЛИЩЕ ИСКУССТВ ИМ. РАХМАНИНОВА
193883,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СП,2013-06-29 00:00:00,ТЕХНИКУМ ДРУГОЙ
193890,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СР,2014-06-26 00:00:00,"Вечерняя школа № 1, г.НОВГОРОД"
193890,Ж,СТ,,ДОГ,З,44.03.03,Специальное (дефектологическое) образование,СП,2018-06-28 00:00:00,Новгородский медицинский колледж при НовГУ
188985,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192230,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-08-05 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192226,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-08-05 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
189839,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
191652,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192578,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192222,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-07-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192618,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2018-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192220,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-07-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
186515,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188981,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2018-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  26, НОВГОРОД"
192224,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2016-07-08 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
192580,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2018-06-28 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
